Dátum,Év,Város,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport,street
2018-11-26,2018,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4956861111111,19.0842722222222,0,0,1,3,POINT (652774.8035124071 239083.86153435794),jármű-jármű,Fiumei út
2018-11-27,2018,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4904277777778,19.1087555555556,0,0,1,2,POINT (654619.9799032396 238500.39669250627),gyalogos,Hungária körút
2018-11-27,2018,Budapest VIII. kerület,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",sebesség nem megfelelő alkalmazása,egyéb,47.4897416666667,19.0739638888889,0,1,2,1,POINT (651998.3242687968 238422.683143516),gyalogos,"['66-68', ' Baross utca']"
2018-11-28,2018,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),jármű-jármű,Könyves Kálmán körút  Szent László Kórház
2018-11-30,2018,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4883944444444,19.0720888888889,0,1,0,1,POINT (651857.079312638 238272.86137648314),jármű-jármű,[' Kisfaludy utca']
2018-11-30,2018,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,zavaró magatartás az úttesten való áthaladás közben,47.4934722222222,19.0799944444444,0,1,0,2,POINT (652452.5880887775 238837.5934569081),gyalogos,[' Homok utca']
2018-11-30,2018,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4935888888889,19.0710916666667,0,1,0,2,POINT (651781.7656969352 238850.33246346985),gyalogos,
2018-12-01,2018,Budapest VIII. kerület,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.498,19.073775,0,1,1,2,POINT (651983.7946175287 239340.8008333717),jármű-jármű,"['Stylbútor áruház', ' Rákóczi út']"
2018-12-01,2018,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4964555555556,19.0682833333333,0,0,1,3,POINT (651570.0796712913 239168.97781217814),jármű-jármű,cream  Rákóczi út
2018-12-04,2018,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,egyéb,rosszullét,47.4775277777778,19.0936916666667,0,0,2,10,POINT (653485.6882143625 237065.47546903277),jármű-jármű,"['Emlékezet temploma', ' 88', ' Üllői út']"
2018-12-05,2018,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4934166666667,19.0698305555556,0,0,1,1,POINT (651686.7471886795 238831.15901068447),gyalogos,[' Somogyi Béla utca']
2018-12-07,2018,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.5009388888889,19.0834972222222,0,1,0,1,POINT (652716.1492871977 239667.81475568857),jármű-jármű,"['Keleti pályaudvar', ' 1', ' Baross tér']"
2018-12-08,2018,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4994444444444,19.0790277777778,0,0,1,2,POINT (652379.4916935934 239501.52841187472),jármű-jármű,['Rákóczi út']
2018-12-10,2018,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,gyalogosok hibája,egyéb,47.4962777777778,19.0703166666667,0,0,1,2,POINT (651723.2869199851 239149.25392705805),gyalogos,0809 - Blaha Lujza tér M (2062)  Blaha Lujza tér
2018-12-11,2018,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4881833333333,19.0847694444444,0,0,1,2,POINT (652812.6535713101 238249.75604845717),gyalogos,[' Kálvária tér']
2018-12-15,2018,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.489425,19.0778055555556,0,0,1,2,POINT (652287.8249651467 238387.57883137697),gyalogos, Baross utca
2018-12-18,2018,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4852472222222,19.0942833333333,0,0,1,3,POINT (653529.7814667014 237923.7094677954),gyalogos,[' Vajda Péter utca']
2018-12-18,2018,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4890972222222,19.0661555555556,0,0,1,2,POINT (651409.9459720642 238350.87523568643),gyalogos,[' Baross utca']
2018-12-20,2018,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4865,19.1076583333333,0,0,1,2,POINT (654537.6302594614 238063.6626924619),jármű-jármű,Kőbányai út  Taraliget lakópark
2018-12-20,2018,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4896083333333,19.0751555555556,0,0,1,2,POINT (652088.1269606607 238407.88964531352),jármű-jármű,Pázmány Péter  Baross utca
2018-12-21,2018,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4895,19.0621083333333,0,0,1,2,POINT (651104.9573945552 238395.5934075677),gyalogos,['Üllői út']
2018-12-21,2018,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4913861111111,19.0857277777778,0,0,1,2,POINT (652884.7013388561 238605.85912997925),jármű-jármű,[' Magdolna utca']
2018-12-22,2018,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4946722222222,19.0774666666667,0,0,1,2,POINT (652262.0723289788 238970.9302849691),gyalogos,II. János Pál pápa tér M  Népszínház utca
2018-12-22,2018,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4882222222222,19.1005722222222,0,0,2,3,POINT (654003.4987368722 238254.75134594573),jármű-jármű,239-es épület  27  Kőbányai út
2018-12-23,2018,Budapest VIII. kerület,súlyos sérüléses,"Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyenn, egy másik (álló) jármű mellett elhaladó járművel",gyalogosok hibája,tilos jelzésen való áthaladás,47.4804416666667,19.0853333333333,0,1,0,2,POINT (652855.5512370802 237389.0964845259),gyalogos,['Üllői út']
2018-12-23,2018,Budapest VIII. kerület,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.48751666666669,19.0702666666667,0,1,0,2,POINT (651719.7899407085 238175.23466470346),gyalogos,71-73  József körút
2019-01-01,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4897805555556,19.0735888888889,0,1,0,2,POINT (651970.0648830472 238426.99751003616),gyalogos,"['62-64', ' Baross utca']"
2019-01-01,2019,Budapest VIII. kerület,súlyos sérüléses,Utasbalesetek,gyalogosok hibája,tilos jelzésen való áthaladás,47.4943416666667,19.0600666666667,0,1,0,2,POINT (650951.0284407364 238933.84202651525),gyalogos,BKK-automata  Astoria aluljáró
2019-01-01,2019,Budapest VIII. kerület,súlyos sérüléses,"Gyalogos elütése, a gyalogos az úttesten halad a jármű menetirányával azonos irányba.",egyéb,"figyelmetlen, gondatlan vezetés",47.4965,19.0780333333333,0,1,0,1,POINT (652304.6927533724 239174.14997192752),gyalogos,II. János Pál pápa tér
2019-01-02,2019,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4893805555556,19.0869555555556,0,0,1,2,POINT (652977.3267369851 238382.93591971722),jármű-jármű, Kálvária tér
2019-01-10,2019,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4837388888889,19.0857055555556,0,0,1,2,POINT (652883.4307093917 237755.67802777706),jármű-jármű,"['Fitoland Fűvészkert Díszfaiskola', ' 2/C', ' Korányi Sándor utca', ' Orczy Fórum Városközpont']"
2019-01-16,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4956861111111,19.0842722222222,0,0,1,2,POINT (652774.8035124071 239083.86153435794),gyalogos,Fiumei út
2019-01-16,2019,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4969,19.0699055555556,0,0,1,1,POINT (651692.2927220535 239218.4211599116),gyalogos,Blaha Lujza tér  Rákóczi út
2019-01-17,2019,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4925861111111,19.0733833333333,0,1,1,2,POINT (651954.4763305124 238738.90068646183),jármű-jármű,"[' Déri Miksa utca', ' Józsefváros']"
2019-01-18,2019,Budapest VIII. kerület,könnyű sérüléses,"Várakozó járműnek ütközés egyenes úton, két vagy több résztvevővel, legalább az egyik előz vagy forgalmi sávot vált","irányváltoztatási, haladási, bekanyarodási hiba","a balra kanyarodó jármű vezetője nem  győződött meg meg a balra kanyarodás előtt, hogy előzését más jármű megkezdte-e",47.4841944444444,19.0909138888889,0,0,1,4,POINT (653275.9199694409 237806.523924994),jármű-jármű,"['38-40', ' Diószegi Sámuel utca', ' Orczy Fórum Városközpont']"
2019-01-20,2019,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4822777777778,19.1038888888889,0,0,1,1,POINT (654253.8998810408 237594.04953323235),egy jármű,"['Módusz Irodaház', ' 76', ' Könyves Kálmán körút']"
2019-01-21,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),gyalogos,Könyves Kálmán körút  Szent László Kórház
2019-01-22,2019,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint  a BAL oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4910055555556,19.0847638888889,0,0,2,1,POINT (652812.0896544879 238563.51672889522),jármű-jármű, Magdolna utca
2019-01-24,2019,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4948472222222,19.0624027777778,0,0,1,3,POINT (651127.0401080974 238990.07581124443),jármű-jármű,"['Mobi', ' Rákóczi út']"
2019-02-02,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tiltott helyen való áthaladás,47.4971555555556,19.0707916666667,0,1,0,2,POINT (651759.0482378461 239246.8512357911),gyalogos,"['Citychange', ' Blaha Lujza téri aluljáró']"
2019-02-02,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4800083333333,19.0865722222222,0,0,2,3,POINT (652948.9471061957 237340.96537936313),gyalogos,Barkácsbolt  kulcsmásolás  Üllői út
2019-02-08,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4879777777778,19.0818611111111,0,0,1,1,POINT (652593.5003608199 238226.8059879313),jármű-jármű,"['Losonci Téri Általános Iskola', ' 1', ' Losonci tér']"
2019-02-08,2019,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4896583333333,19.0730361111111,0,0,1,1,POINT (651928.4147772754 238413.39625701198),gyalogos,e-töltőpont  Baross utca
2019-02-08,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4957388888889,19.0751444444444,0,1,0,1,POINT (652087.0580139651 239089.45519040732),gyalogos,"['14/B', ' Kiss József utca']"
2019-02-10,2019,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4867083333333,19.0735694444444,0,0,1,1,POINT (651968.7088692788 238085.44249821556),jármű-jármű,"['20/B', ' Práter utca']"
2019-02-13,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4964416666667,19.0832166666667,0,0,1,2,POINT (652695.2341710503 239167.8248771435),jármű-jármű,Dologház utca
2019-02-13,2019,Budapest VIII. kerület,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.49535833333331,19.0643638888889,0,1,0,2,POINT (651274.7932797478 239046.92673057545),jármű-jármű,[' Szentkirályi utca']
2019-02-15,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4800083333333,19.0865722222222,0,0,3,2,POINT (652948.9471061957 237340.96537936313),jármű-jármű,Barkácsbolt  kulcsmásolás  Üllői út
2019-02-16,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4975972222222,19.0740833333333,0,0,1,2,POINT (652007.0399656405 239296.02939771532),gyalogos,['Kiss József utca']
2019-02-19,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4929972222222,19.0767472222222,0,1,0,1,POINT (652207.9309912258 238784.6919540305),gyalogos,"[' Auróra utca', ' Józsefváros']"
2019-02-21,2019,Budapest VIII. kerület,súlyos sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,egyéb,47.4918916666667,19.0790583333333,0,1,0,2,POINT (652382.1212398029 238661.8469265208),jármű-jármű, Mátyás tér
2019-02-21,2019,Budapest VIII. kerület,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4773611111111,19.0942138888889,0,0,1,3,POINT (653525.059986294 237046.96919873258),jármű-jármű,['Üllői út']
2019-02-22,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4956861111111,19.0842722222222,0,0,2,3,POINT (652774.8035124071 239083.86153435794),gyalogos,Fiumei út
2019-02-25,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4893277777778,19.0876111111111,0,0,5,3,POINT (653026.7291747383 238377.09280860313),jármű-jármű,Lujza utca
2019-02-26,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4995277777778,19.084125,0,1,0,1,POINT (652763.5166259315 239510.9551686255),gyalogos,"['Keleti pályaudvar M', ' Kerepesi út']"
2019-03-01,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4954388888889,19.0647,0,1,0,2,POINT (651300.1162905868 239055.8876883859),gyalogos,Uránia Ékszerház  19  Rákóczi út
2019-03-05,2019,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4885138888889,19.0923333333333,0,1,0,2,POINT (653382.6240883407 238286.79710582132),jármű-jármű,['Orczy út']
2019-03-06,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tiltott helyen való áthaladás,47.4896388888889,19.0729138888889,0,0,1,2,POINT (651919.205420325 238411.23164361916),gyalogos,"['EMIH', ' 61', ' Baross utca']"
2019-03-08,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4942138888889,19.0797888888889,0,0,1,2,POINT (652437.0666814258 238920.04222755032),jármű-jármű,[' Alföldi utca']
2019-03-08,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4926111111111,19.0832194444444,0,0,1,2,POINT (652695.6322167444 238741.96192968026),jármű-jármű,[' Szerdahelyi utca']
2019-03-09,2019,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4871416666667,19.1052444444444,0,0,1,1,POINT (654355.66964129 238134.86529121816),gyalogos,21-es épület  Kőbányai út
2019-03-12,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4918916666667,19.0615083333333,0,0,1,2,POINT (651059.7003936907 238661.47967352477),jármű-jármű,"['Fechtig báró háza', ' 2', ' Bródy Sándor utca']"
2019-03-12,2019,Budapest VIII. kerület,súlyos sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4886972222222,19.0844527777778,0,1,0,2,POINT (652788.7643338799 238306.87668371559),jármű-jármű,"['Baross Center', ' Baross utca']"
2019-03-13,2019,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, mindkét résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4882555555556,19.0685055555556,0,0,1,2,POINT (651587.0554689319 238257.34535458073),jármű-jármű,"['I. Sz. Patológiai és Kísérleti Rákkutató Intézet', ' Mária utca']"
2019-03-16,2019,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4905833333333,19.0851638888889,0,0,1,1,POINT (652842.2527757977 238516.59014208757),egy jármű,[' Karácsony Sándor utca']
2019-03-18,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4897888888889,19.0704833333333,0,0,1,2,POINT (651736.0466715314 238427.85373142024),gyalogos,"['József körút - Baross utca', ' József körút']"
2019-03-19,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4944,19.0760055555556,0,0,2,2,POINT (652151.991649176 238940.62624227378),jármű-jármű,"[' Auróra utca', ' Józsefváros']"
2019-03-20,2019,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4941222222222,19.0743555555556,0,1,0,1,POINT (652027.6775589386 238909.70190797787),jármű-jármű,"['Tücsök-Lak Bölcsőde', ' Bérkocsis utca', ' Józsefváros']"
2019-03-22,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4993944444444,19.0993694444444,0,0,1,2,POINT (653912.0540509402 239496.76615367667),jármű-jármű,[' Kerepesi út']
2019-03-23,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4958333333333,19.0805944444444,0,0,3,2,POINT (652497.6901776268 239100.10897660843),jármű-jármű,"['e-töltőpont', ' 18', ' II. János Pál pápa tér']"
2019-03-24,2019,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4782777777778,19.100575,0,0,1,2,POINT (654004.443585166 237149.17883574037),jármű-jármű,"['Hunguest Hotel Platánus', ' Könyves Kálmán körút']"
2019-03-26,2019,Budapest VIII. kerület,könnyű sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4773472222222,19.0940666666667,0,0,1,2,POINT (653513.9644112813 237045.41863651868),jármű-jármű,"['Üllői út', ' Szent László Kórház']"
2019-03-27,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb szembe haladó járművek ütközése,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4858944444444,19.0701583333333,0,0,1,2,POINT (651711.6759722615 237994.88179905553),jármű-jármű,"['BKK-automata', ' Corvin-negyed aluljáró']"
2019-03-28,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4943388888889,19.0754111111111,0,0,2,3,POINT (652107.2037545794 238933.8166504088),jármű-jármű,"['Demeter és Buró Kft.', ' 8', ' Fecske utca', ' Józsefváros']"
2019-03-29,2019,Budapest VIII. kerület,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.48925,19.0912416666667,0,1,0,1,POINT (653300.3153336518 238368.5888419566),egy jármű,Csobánc utca  Orczy Fórum Városközpont
2019-03-30,2019,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában",gyalogosok hibája,zavaró magatartás az úttesten való áthaladás közben,47.4963305555556,19.0675972222222,0,0,1,2,POINT (651518.3879262734 239155.0680888071),gyalogos,['Szent Rókus kápolna']
2019-04-01,2019,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4900166666667,19.1086777777778,0,0,1,3,POINT (654614.1542071569 238454.68685934233),jármű-jármű,"['Hidegkuti Nándor Stadion', ' Salgótarjáni utca']"
2019-04-02,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4800083333333,19.0865722222222,0,1,0,2,POINT (652948.9471061957 237340.96537936313),gyalogos,Barkácsbolt  kulcsmásolás  Üllői út
2019-04-03,2019,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti JOBB oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",egyéb,elalvás vezetés közben,47.4804722222222,19.0921083333333,0,0,1,1,POINT (653366.1668348148 237392.7557550688),egy jármű,['Orczy út']
2019-04-04,2019,Budapest VIII. kerület,könnyű sérüléses,Pályaelhagyás járművel útkereszteződésben a menetirány szerinti JOBB oldalon,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4798888888889,19.0914583333333,0,0,2,1,POINT (653317.2133128206 237327.87669761013),egy jármű,"['2-4', ' Orczy út']"
